#x	y	u	v
0.719727	0.000977	0.000200	0.000000
0.721680	0.000977	0.000199	0.000000
0.723633	0.000977	0.000198	0.000000
0.725586	0.000977	0.000197	0.000000
0.727539	0.000977	0.000196	0.000000
0.729492	0.000977	0.000195	0.000000
0.731445	0.000977	0.000194	0.000000
0.733398	0.000977	0.000193	0.000000
0.735352	0.000977	0.000192	0.000000
0.737305	0.000977	0.000191	0.000000
0.739258	0.000977	0.000190	0.000000
0.741211	0.000977	0.000189	0.000000
0.743164	0.000977	0.000188	0.000000
0.745117	0.000977	0.000187	0.000000
0.747070	0.000977	0.000185	0.000000
0.749023	0.000977	0.000184	0.000000
0.750977	0.000977	0.000183	0.000000
0.752930	0.000977	0.000182	0.000000
0.754883	0.000977	0.000181	0.000000
0.756836	0.000977	0.000180	0.000000
0.758789	0.000977	0.000179	0.000000
0.760742	0.000977	0.000178	0.000000
0.762695	0.000977	0.000176	0.000000
0.764648	0.000977	0.000175	0.000000
0.766602	0.000977	0.000174	0.000000
0.768555	0.000977	0.000173	0.000000
0.770508	0.000977	0.000172	0.000000
0.772461	0.000977	0.000171	0.000000
0.774414	0.000977	0.000169	0.000000
0.776367	0.000977	0.000168	0.000000
0.778320	0.000977	0.000167	0.000000
0.780273	0.000977	0.000166	0.000000
0.782227	0.000977	0.000165	0.000000
0.784180	0.000977	0.000163	0.000000
0.786133	0.000977	0.000162	0.000000
0.788086	0.000977	0.000161	0.000000
0.790039	0.000977	0.000160	0.000000
0.791992	0.000977	0.000158	0.000000
0.793945	0.000977	0.000157	0.000000
0.795898	0.000977	0.000156	0.000000
0.797852	0.000977	0.000155	0.000000
0.799805	0.000977	0.000153	0.000000
0.801758	0.000977	0.000152	0.000000
0.803711	0.000977	0.000151	0.000000
0.805664	0.000977	0.000150	0.000000
0.807617	0.000977	0.000148	0.000000
0.809570	0.000977	0.000147	0.000000
0.811523	0.000977	0.000146	0.000000
0.813477	0.000977	0.000144	0.000000
0.815430	0.000977	0.000143	0.000000
0.817383	0.000977	0.000142	0.000000
0.819336	0.000977	0.000140	0.000000
0.821289	0.000977	0.000139	0.000000
0.823242	0.000977	0.000138	0.000000
0.825195	0.000977	0.000136	0.000000
0.827148	0.000977	0.000135	0.000000
0.829102	0.000977	0.000134	0.000000
0.831055	0.000977	0.000132	0.000000
0.833008	0.000977	0.000131	0.000000
0.834961	0.000977	0.000130	0.000000
0.836914	0.000977	0.000128	0.000000
0.838867	0.000977	0.000127	0.000000
0.840820	0.000977	0.000125	0.000000
0.842773	0.000977	0.000124	0.000000
0.844727	0.000977	0.000123	0.000000
0.846680	0.000977	0.000121	0.000000
0.848633	0.000977	0.000120	0.000000
0.850586	0.000977	0.000118	0.000000
0.852539	0.000977	0.000117	0.000000
0.854492	0.000977	0.000116	0.000000
0.856445	0.000977	0.000114	0.000000
0.858398	0.000977	0.000113	0.000000
0.860352	0.000977	0.000111	0.000000
0.862305	0.000977	0.000110	0.000000
0.864258	0.000977	0.000108	0.000000
0.866211	0.000977	0.000107	0.000000
0.868164	0.000977	0.000106	0.000000
0.870117	0.000977	0.000104	0.000000
0.872070	0.000977	0.000103	0.000000
0.874023	0.000977	0.000101	0.000000
0.875977	0.000977	0.000100	0.000000
0.877930	0.000977	0.000098	0.000000
0.879883	0.000977	0.000097	0.000000
0.881836	0.000977	0.000095	0.000000
0.883789	0.000977	0.000094	0.000000
0.885742	0.000977	0.000092	0.000000
0.887695	0.000977	0.000091	0.000000
0.889648	0.000977	0.000089	0.000000
0.891602	0.000977	0.000088	0.000000
0.893555	0.000977	0.000086	0.000000
0.895508	0.000977	0.000085	0.000000
0.897461	0.000977	0.000083	0.000000
0.899414	0.000977	0.000082	0.000000
0.901367	0.000977	0.000080	0.000000
0.903320	0.000977	0.000079	0.000000
0.905273	0.000977	0.000077	0.000000
0.907227	0.000977	0.000076	0.000000
0.909180	0.000977	0.000074	0.000000
0.911133	0.000977	0.000073	0.000000
0.913086	0.000977	0.000071	0.000000
0.915039	0.000977	0.000070	0.000000
0.916992	0.000977	0.000068	0.000000
0.918945	0.000977	0.000067	0.000000
0.920898	0.000977	0.000065	0.000000
0.922852	0.000977	0.000064	0.000000
0.924805	0.000977	0.000062	0.000000
0.926758	0.000977	0.000060	0.000000
0.928711	0.000977	0.000059	0.000000
0.930664	0.000977	0.000057	0.000000
0.932617	0.000977	0.000056	0.000000
0.934570	0.000977	0.000054	0.000000
0.936523	0.000977	0.000053	0.000000
0.938477	0.000977	0.000051	0.000000
0.940430	0.000977	0.000050	0.000000
0.942383	0.000977	0.000048	0.000000
0.944336	0.000977	0.000046	0.000000
0.946289	0.000977	0.000045	0.000000
0.948242	0.000977	0.000043	0.000000
0.950195	0.000977	0.000042	0.000000
0.952148	0.000977	0.000040	0.000000
0.954102	0.000977	0.000039	0.000000
0.956055	0.000977	0.000037	0.000000
0.958008	0.000977	0.000035	0.000000
0.959961	0.000977	0.000034	0.000000
0.961914	0.000977	0.000032	0.000000
0.963867	0.000977	0.000031	0.000000
0.965820	0.000977	0.000029	0.000000
0.967773	0.000977	0.000028	0.000000
0.969727	0.000977	0.000026	0.000000
0.971680	0.000977	0.000024	0.000000
0.973633	0.000977	0.000023	0.000000
0.975586	0.000977	0.000021	0.000000
0.977539	0.000977	0.000020	0.000000
0.979492	0.000977	0.000018	0.000000
0.981445	0.000977	0.000016	0.000000
0.983398	0.000977	0.000015	0.000000
0.985352	0.000977	0.000013	0.000000
0.987305	0.000977	0.000012	0.000000
0.989258	0.000977	0.000010	0.000000
0.991211	0.000977	0.000008	0.000000
0.993164	0.000977	0.000007	0.000000
0.995117	0.000977	0.000005	0.000000
0.997070	0.000977	0.000004	0.000000
0.999023	0.000977	0.000002	0.000000
0.000977	0.002930	0.000000	-0.000001
0.002930	0.002930	-0.000001	0.000001
0.004883	0.002930	-0.000002	0.000001
0.006836	0.002930	-0.000004	0.000001
0.008789	0.002930	-0.000005	0.000001
0.010742	0.002930	-0.000007	0.000001
0.012695	0.002930	-0.000008	0.000001
0.014648	0.002930	-0.000010	0.000001
0.016602	0.002930	-0.000012	0.000001
0.018555	0.002930	-0.000013	0.000001
0.020508	0.002930	-0.000015	0.000001
0.022461	0.002930	-0.000016	0.000001
0.024414	0.002930	-0.000018	0.000001
0.026367	0.002930	-0.000020	0.000001
0.028320	0.002930	-0.000021	0.000001
0.030273	0.002930	-0.000023	0.000001
0.032227	0.002930	-0.000024	0.000001
0.034180	0.002930	-0.000026	0.000001
0.036133	0.002930	-0.000028	0.000001
0.038086	0.002930	-0.000029	0.000001
0.040039	0.002930	-0.000031	0.000001
0.041992	0.002930	-0.000032	0.000001
0.043945	0.002930	-0.000034	0.000001
0.045898	0.002930	-0.000035	0.000001
0.047852	0.002930	-0.000037	0.000001
0.049805	0.002930	-0.000039	0.000001
0.051758	0.002930	-0.000040	0.000001
0.053711	0.002930	-0.000042	0.000001
0.055664	0.002930	-0.000043	0.000001
0.057617	0.002930	-0.000045	0.000001
0.059570	0.002930	-0.000046	0.000001
0.061523	0.002930	-0.000048	0.000001
0.063477	0.002930	-0.000050	0.000001
0.065430	0.002930	-0.000051	0.000001
0.067383	0.002930	-0.000053	0.000001
0.069336	0.002930	-0.000054	0.000001
0.071289	0.002930	-0.000056	0.000001
0.073242	0.002930	-0.000057	0.000001
0.075195	0.002930	-0.000059	0.000001
0.077148	0.002930	-0.000060	0.000001
0.079102	0.002930	-0.000062	0.000001
0.081055	0.002930	-0.000064	0.000001
0.083008	0.002930	-0.000065	0.000001
0.084961	0.002930	-0.000067	0.000001
0.086914	0.002930	-0.000068	0.000001
0.088867	0.002930	-0.000070	0.000001
0.090820	0.002930	-0.000071	0.000001
0.092773	0.002930	-0.000073	0.000001
0.094727	0.002930	-0.000074	0.000001
0.096680	0.002930	-0.000076	0.000001
0.098633	0.002930	-0.000077	0.000001
0.100586	0.002930	-0.000079	0.000001
0.102539	0.002930	-0.000080	0.000001
0.104492	0.002930	-0.000082	0.000001
0.106445	0.002930	-0.000083	0.000001
0.108398	0.002930	-0.000085	0.000001
0.110352	0.002930	-0.000086	0.000001
0.112305	0.002930	-0.000088	0.000001
0.114258	0.002930	-0.000089	0.000001
0.116211	0.002930	-0.000091	0.000001
0.118164	0.002930	-0.000092	0.000001
0.120117	0.002930	-0.000094	0.000001
0.122070	0.002930	-0.000095	0.000001
0.124023	0.002930	-0.000097	0.000001
0.125977	0.002930	-0.000098	0.000001
0.127930	0.002930	-0.000100	0.000001
0.129883	0.002930	-0.000101	0.000001
0.131836	0.002930	-0.000103	0.000001
0.133789	0.002930	-0.000104	0.000001
0.135742	0.002930	-0.000106	0.000001
0.137695	0.002930	-0.000107	0.000001
0.139648	0.002930	-0.000108	0.000001
0.141602	0.002930	-0.000110	0.000001
0.143555	0.002930	-0.000111	0.000001
0.145508	0.002930	-0.000113	0.000001
0.147461	0.002930	-0.000114	0.000001
0.149414	0.002930	-0.000116	0.000001
0.151367	0.002930	-0.000117	0.000001
0.153320	0.002930	-0.000118	0.000001
0.155273	0.002930	-0.000120	0.000001
0.157227	0.002930	-0.000121	0.000001
0.159180	0.002930	-0.000123	0.000001
0.161133	0.002930	-0.000124	0.000001
0.163086	0.002930	-0.000125	0.000001
0.165039	0.002930	-0.000127	0.000001
0.166992	0.002930	-0.000128	0.000001
0.168945	0.002930	-0.000130	0.000001
0.170898	0.002930	-0.000131	0.000001
0.172852	0.002930	-0.000132	0.000001
0.174805	0.002930	-0.000134	0.000001
0.176758	0.002930	-0.000135	0.000001
0.178711	0.002930	-0.000136	0.000001
0.180664	0.002930	-0.000138	0.000001
0.182617	0.002930	-0.000139	0.000001
0.184570	0.002930	-0.000140	0.000001
0.186523	0.002930	-0.000142	0.000001
0.188477	0.002930	-0.000143	0.000001
0.190430	0.002930	-0.000144	0.000001
0.192383	0.002930	-0.000146	0.000001
0.194336	0.002930	-0.000147	0.000001
0.196289	0.002930	-0.000148	0.000001
0.198242	0.002930	-0.000150	0.000001
0.200195	0.002930	-0.000151	0.000001
0.202148	0.002930	-0.000152	0.000001
0.204102	0.002930	-0.000153	0.000001
0.206055	0.002930	-0.000155	0.000001
0.208008	0.002930	-0.000156	0.000001
0.209961	0.002930	-0.000157	0.000001
0.211914	0.002930	-0.000158	0.000001
0.213867	0.002930	-0.000160	0.000001
0.215820	0.002930	-0.000161	0.000001
0.217773	0.002930	-0.000162	0.000001
0.219727	0.002930	-0.000163	0.000001
0.221680	0.002930	-0.000165	0.000001
0.223633	0.002930	-0.000166	0.000001
0.225586	0.002930	-0.000167	0.000001
0.227539	0.002930	-0.000168	0.000001
0.229492	0.002930	-0.000169	0.000001
0.231445	0.002930	-0.000171	0.000001
0.233398	0.002930	-0.000172	0.000001
0.235352	0.002930	-0.000173	0.000001
0.237305	0.002930	-0.000174	0.000001
0.239258	0.002930	-0.000175	0.000001
0.241211	0.002930	-0.000176	0.000001
0.243164	0.002930	-0.000178	0.000001
0.245117	0.002930	-0.000179	0.000001
0.247070	0.002930	-0.000180	0.000001
0.249023	0.002930	-0.000181	0.000001
0.250977	0.002930	-0.000182	0.000001
0.252930	0.002930	-0.000183	0.000001
0.254883	0.002930	-0.000184	0.000001
0.256836	0.002930	-0.000185	0.000001
0.258789	0.002930	-0.000187	0.000001
0.260742	0.002930	-0.000188	0.000001
0.262695	0.002930	-0.000189	0.000001
0.264648	0.002930	-0.000190	0.000001
0.266602	0.002930	-0.000191	0.000001
0.268555	0.002930	-0.000192	0.000001
0.270508	0.002930	-0.000193	0.000001
0.272461	0.002930	-0.000194	0.000001
0.274414	0.002930	-0.000195	0.000001
0.276367	0.002930	-0.000196	0.000001
0.278320	0.002930	-0.000197	0.000001
0.280273	0.002930	-0.000198	0.000001
0.282227	0.002930	-0.000199	0.000001
0.284180	0.002930	-0.000200	0.000000
0.286133	0.002930	-0.000201	0.000000
0.288086	0.002930	-0.000202	0.000000
0.290039	0.002930	-0.000203	0.000000
0.291992	0.002930	-0.000204	0.000000
0.293945	0.002930	-0.000205	0.000000
0.295898	0.002930	-0.000206	0.000000
0.297852	0.002930	-0.000207	0.000000
0.299805	0.002930	-0.000208	0.000000
0.301758	0.002930	-0.000209	0.000000
0.303711	0.002930	-0.000210	0.000000
0.305664	0.002930	-0.000211	0.000000
0.307617	0.002930	-0.000211	0.000000
0.309570	0.002930	-0.000212	0.000000
0.311523	0.002930	-0.000213	0.000000
0.313477	0.002930	-0.000214	0.000000
0.315430	0.002930	-0.000215	0.000000
0.317383	0.002930	-0.000216	0.000000
0.319336	0.002930	-0.000217	0.000000
0.321289	0.002930	-0.000218	0.000000
0.323242	0.002930	-0.000218	0.000000
0.325195	0.002930	-0.000219	0.000000
0.327148	0.002930	-0.000220	0.000000
0.329102	0.002930	-0.000221	0.000000
0.331055	0.002930	-0.000222	0.000000
0.333008	0.002930	-0.000222	0.000000
0.334961	0.002930	-0.000223	0.000000
0.336914	0.002930	-0.000224	0.000000
0.338867	0.002930	-0.000225	0.000000
0.340820	0.002930	-0.000226	0.000000
0.342773	0.002930	-0.000226	0.000000
0.344727	0.002930	-0.000227	0.000000
0.346680	0.002930	-0.000228	0.000000
